instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 67
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 67 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 72
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 72 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 73
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 73 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 74
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 74 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 69
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 69 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 68
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 68 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 67
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 67 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 66
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 66 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 68
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 68 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 65
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 65 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 64
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 64 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 63
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 63 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 62
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 62 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 61
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 61 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 60
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 60 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Legs
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: FALSE
Depth: 59
Acceptable: FALSE","Depth insufficient. Go deeper. ||| Depth: 59 degrees (range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Knees: behind toes. Elbows: proper position. Focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
